EntryID,Location,SKU_Code,BatchNo,ExpiryDate,UnitType,QtyPerCtn,TotalQty,Comments,DateAdded,LastUpdated
112589,R-12-2,TNS1902NC,49,09/2024,PCS,272,272,,12/10/2025,
112590,R-12-3,RCFS02,OS14,10/2023,PCS,81,"1,539",,12/10/2025,
112591,R-12-4,RCTM01,2L2,12/2024,PCS,16,349,,12/10/2025,
112592,R-12-6,RC42,ID,07/2024,PCS,36,264,,12/10/2025,
112593,R-1-2,TNS2010,17109625110,09/2028,PCS,100,"3,713",,12/10/2025,
112594,R-1-3,GD2507,1509252507,08/2028,PCS,12,864,,12/10/2025,
112595,R-1-4,BN302,5F4,06/2028,PCS,12,,R820,12/10/2025,
112596,R-1-4,GD2507,1509252507,08/2028,PCS,12,864,,12/10/2025,
112597,R-1-5,BN312X12,IS,05/2028,PCS,12,960,R830,12/10/2025,
112598,R-2-2,TWH407,KU,09/2028,PCS,400,"4,699",,12/10/2025,
112599,R-2-3,RC304,09509325012,09/2028,PCS,81,"1,102",,12/10/2025,
112600,R-2-4,GD2507,1509252507,08/2028,PCS,12,294,,12/10/2025,
112601,R-2-5,BN312X12,IS,05/2028,PCS,12,960,R829,12/10/2025,
112602,R-2-5,GD2507,1509252507,08/2028,PCS,12,336,,12/10/2025,
112603,R-3-1,BN77,LD,09/2028,PCS,,,BIN,12/10/2025,
112604,R-3-2,TBN77,IZ,06/2028,PCS,,,,12/10/2025,
112605,R-3-3,TNS2510BL,03409425010,09/2028,PCS,35,"1,417",,12/10/2025,
112606,R-3-4,TBN87,KA,07/2028,PCS,,,,12/10/2025,
112607,R-3-5,BN312X12,IS,05/2028,PCS,12,960,R828,12/10/2025,
112608,R-4-2,TWH408,KV,09/2028,PCS,400,"4,840",,12/10/2025,
112609,R-4-3,TNS2510BL,03409425010,09/2028,PCS,35,"1,925",,12/10/2025,
112610,R-4-4,BN77,IR,05/2028,PCS,12,"12,420",R814,12/10/2025,
112611,R-4-5,BN312X12,IS,05/2028,PCS,12,960,R827,12/10/2025,
112612,R-5-1,BN81,HF,03/2028,PCS,12,"5,239",,12/10/2025,
112613,R-5-2,TWH408,KV,09/2028,PCS,400,"11,200",,12/10/2025,
112614,R-5-3,BN315,18110624112,10/2027,PCS,48,228,,12/10/2025,
112615,R-5-3,BN315,18110624112,10/2027,PCS,12,24,,12/10/2025,
112616,R-5-4,TBN87,NA,07/2028,PCS,,,,12/10/2025,
112617,R-5-6,NS102,10203220402,03/2025,PCS,36,"1,368",,12/10/2025,
112618,R-6-1,BB1825,2008819007,08/2024,PCS,18,287,,12/10/2025,
112619,R-6-1,BB1825,25707119007,07/2024,PCS,18,431,,12/10/2025,
112620,R-6-1,BB1825,26806019007,06/2024,PCS,18,11,,12/10/2025,
112621,R-6-2,BN316,13408425018,08/2028,PCS,42,"2,172",,12/10/2025,
112622,R-6-3,BN314,03407325131,07/2028,PCS,126,"2,811",,12/10/2025,
112623,R-6-4,RCTM03,2K9,11/2024,PCS,16,264,,12/10/2025,
112624,R-6-5,NS2043/v2,55,01/2025,PCS,18,672,,12/10/2025,
112625,R-6-6,G60,1351219160,11/2024,PCS,120,28,,12/10/2025,
112626,R-6-6,G62,27705119062,05/2024,PCS,90,15,,12/10/2025,
112627,R-6-6,G626,27705119062,05/2024,PCS,15,18,,12/10/2025,
112628,R-6-6,MH286,08310319246,10/2024,PCS,12,22,,12/10/2025,
112629,R-6-6,MH434,25506119243,06/2024,PCS,20,58,,12/10/2025,
112630,R-6-6,NS108,04412419008,12/2024,PCS,45,57,,12/10/2025,
112631,R-7-1,BN2117/V2,PJ,07/2025,PCS,36,72,,12/10/2025,
112632,R-7-1,BN2410,280824210,08/2027,PCS,12,9,,12/10/2025,
112633,R-7-1,BN25,46,05/2026,PCS,96,22,,12/10/2025,
112634,R-7-1,BNHC2004,2110202004,10/2022,PCS,8,4,,12/10/2025,
112635,R-7-2,BN2315,HM,04/2028,PCS,12,994,,12/10/2025,
112636,R-7-3,BN87,KA,07/2028,PCS,12,"12,420",R809,12/10/2025,
112637,R-7-4,RC2104,2109212104,08/2024,PCS,6,86,,12/10/2025,
112638,R-7-4,RC2105,2109212105,08/2024,PCS,7,3,,12/10/2025,
112639,R-7-4,RC2109,IP,07/2024,PCS,44,54,,12/10/2025,
112640,R-7-4,RC2201,3009222201,07/2025,PCS,24,15,,12/10/2025,
112641,R-7-4,RC2202,3009222202,06/2025,PCS,6,1,,12/10/2025,
112642,R-7-4,RC2203,3009222203,06/2025,PCS,8,4,,12/10/2025,
112643,R-7-4,RC2204,3009222204,06/2025,PCS,6,6,,12/10/2025,
112644,R-7-4,RC2206,0610222206,07/2024,PCS,21,14,,12/10/2025,
112645,R-7-4,RCF05,82,12/2025,PCS,36,6,,12/10/2025,
112646,R-7-6,TBN11/V3,22,07/2024,PCS,195,322,,12/10/2025,
112647,R-7-6,TBN1939HL,25407419004,07/2024,PCS,48,114,,12/10/2025,
112648,R-7-6,TBN1941HL,08807019004,07/2024,PCS,48,27,,12/10/2025,
112649,R-7-6,TRC2012/V2,80,08/2024,PCS,144,64,,12/10/2025,
112650,R-7-6,TRC2012/V3,12,08/2025,PCS,144,288,,12/10/2025,
112651,R-7-6,TRC2101FS/V2,04,06/2025,PCS,255,45,,12/10/2025,
112652,R-7-6,TRC2101PB/V2,2F8,01/2024,PCS,216,95,,12/10/2025,
112653,R-7-6,TRC2104FC,74,08/2024,PCS,255,28,,12/10/2025,
112654,R-7-6,TRC2108,IR,07/2026,PCS,400,"1,323",,12/10/2025,
112655,R-7-6,TRC2111FS,18,09/2024,PCS,255,256,,12/10/2025,
112656,R-7-6,TRC2113FS,04,09/2024,PCS,255,255,,12/10/2025,
112657,R-7-6,TRC2113FS,64,09/2024,PCS,255,272,,12/10/2025,
112658,R-8-1,TNS150,0246422050,06/2027,PCS,100,33,,12/10/2025,
112659,R-8-2,NS2043/V2,55,01/2025,PCS,18,503,,12/10/2025,
112660,R-8-3,TBN62,MU,02/2025,PCS,400,"3,280",,12/10/2025,
112661,R-8-4,BN2320,1610232320,09/2025,PCS,12,25,,12/10/2025,
112662,R-8-4,BN2325,0510232325,09/2026,PCS,12,4,,12/10/2025,
112663,R-8-4,GD2306,0610232306,08/2026,PCS,12,11,,12/10/2025,
112664,R-8-4,TRCE05,4F1,10/2028,PCS,168,277,,12/10/2025,
112665,R-8-6,NS225,VW,01/2025,PCS,36,"1,692",,12/10/2025,
112666,R-9-1,BN28,40,12/2026,PCS,196,"2,963",,12/10/2025,
112667,R-9-2,BNE01V2,1K3,05/2024,PCS,36,30,,12/10/2025,
112668,R-9-2,BNE03,0G11,06/2025,PCS,66,2,,12/10/2025,
112669,R-9-2,BNE03,1K5,07/2025,PCS,66,63,,12/10/2025,
112670,R-9-2,BNE03V2,0D1,03/2025,PCS,36,2,,12/10/2025,
112671,R-9-2,BNE03V2,IE6,12/2024,PCS,36,290,,12/10/2025,
112672,R-9-2,BNE07,0H13,07/2024,PCS,36,6,,12/10/2025,
112673,R-9-2,BNE08,14012008,02/2022,PCS,12,11,,12/10/2025,
112674,R-9-2,BNE34,1K19,02/2026,PCS,66,132,,12/10/2025,
112675,R-9-3,BNHC180102,24022018102,02/2025,PCS,16,2,,12/10/2025,
112676,R-9-3,BNHC1803,10001320524,01/2025,PCS,16,13,,12/10/2025,
112677,R-9-3,BNHC1803,10310319211,10/2024,PCS,16,10,,12/10/2025,
112678,R-9-3,BNHC1803,20202220424,02/2025,PCS,16,4,,12/10/2025,
112679,R-9-3,BNHC1805,08101520211,01/2025,PCS,16,128,,12/10/2025,
112680,R-9-3,BNHC181112,301019181110,03/2024,PCS,21,2,,12/10/2025,
112681,R-9-3,BNHC1812,05803019021,03/2024,PCS,16,15,,12/10/2025,
112682,R-9-3,BNHC1901,28711019116,11/2024,PCS,12,2,,12/10/2025,
112683,R-9-3,BNHC1903,08101520211,01/2025,PCS,12,24,,12/10/2025,
112684,R-9-3,BNHC1904,19303320212,03/2025,PCS,12,12,,12/10/2025,
112685,R-9-3,BNHC1908,07501220112,01/2025,PCS,8,16,,12/10/2025,
112686,R-9-4,RCHC2102HM,LF,12/2024,PCS,68,"1,146",,12/10/2025,
112687,R-9-5,RCHC2102,LA,11/2024,PCS,7,210,,12/10/2025,
112688,R-9-6,RCE102,1K23,03/2024,PCS,24,387,,12/10/2025,
112689,S-10-1,BN314,06605125131,05/2028,PCS,126,57,,12/10/2025,
112690,S-10-1,BN314,14308124420,08/2027,PCS,126,121,,12/10/2025,
112691,S-10-1,BN314,18308325231,05/2028,PCS,126,67,,12/10/2025,
112692,S-10-1,BN316,20511124218,11/2027,PCS,42,54,,12/10/2025,
112693,S-10-1,BN328,81,03/2027,PCS,120,498,,12/10/2025,
112694,S-10-1,BN407,3E4,05/2026,PCS,90,128,,12/10/2025,
112695,S-10-2,BN2022/V2,2809212022,09/2024,PCS,8,6,,12/10/2025,
112696,S-10-2,BN2102TWL,05,07/2024,PCS,12,2,,12/10/2025,
112697,S-10-2,BN2104TWL,13,09/2026,PCS,12,2,,12/10/2025,
112698,S-10-2,BN22/V3,SQ,01/2026,PCS,36,680,,12/10/2025,
112699,S-10-2,BN24,SQ,07/2024,PCS,49,20,,12/10/2025,
112700,S-10-2,BN46,14,07/2024,PCS,96,192,,12/10/2025,
112701,S-10-2,BN77,RG,11/2027,PCS,12,120,,12/10/2025,
112702,S-10-2,BN77,SS,01/2028,PCS,12,24,,12/10/2025,
112703,S-10-3,BN315,20511324012,11/2027,PCS,48,237,,12/10/2025,
112704,S-10-4,BN419,45,05/2024,PCS,96,"1,703",,12/10/2025,
112705,S-10-6,BN317,24311323221,11/2026,PCS,48,"2,496",,12/10/2025,
112706,S-11-1,BN315,20511324012,11/2027,PCS,48,860,,12/10/2025,
112707,S-11-1,BN357,LA,09/2028,PCS,18,978,,12/10/2025,
112708,S-11-1,WBN2216,0511242216,09/2027,PCS,15,12,,12/10/2025,
112709,S-11-2,BN349,17207525103,07/2028,PCS,48,406,,12/10/2025,
112710,S-11-3,BN302,5H6,08/2028,PCS,90,959,,12/10/2025,
112711,S-11-4,BN701,22302324211,02/2027,PCS,16,372,,12/10/2025,
112712,S-11-5,BN2405,1208242405,08/2027,PCS,12,228,,12/10/2025,
112713,S-1-1,WBN312,TC,01/2026,PCS,48,12,,12/10/2025,
112714,S-1-1,WBN77,DE,10/2027,PCS,132,60,,12/10/2025,
112715,S-1-1,WBN87,FU,01/2028,PCS,132,96,,12/10/2025,
112716,S-12-1,BN309,15,02/2023,PCS,36,17,,12/10/2025,
112717,S-12-1,BN309,23,01/2028,PCS,36,"1,250",,12/10/2025,
112718,S-12-2,BN11/V3,69,06/2028,PCS,96,"2,291",,12/10/2025,
112719,S-12-3,BN11/V3,69,06/2028,PCS,96,"1,933",,12/10/2025,
112720,S-12-4,BN701,22302324211,02/2027,PCS,16,"1,440",,12/10/2025,
112721,S-12-5,BN317X12,28509123321,09/2026,PCS,12,669,,12/10/2025,
112722,S-12-6,BN323,22303024550,03/2027,PCS,48,575,,12/10/2025,
112723,S-1-2,WBN312,QA,09/2025,PCS,48,534,,12/10/2025,
112724,S-1-3,BN209,94,03/2025,PCS,6,"1,038",,12/10/2025,
112725,S-1-4,BN322,071124322,09/2027,PCS,20,180,,12/10/2025,
112726,S-1-5,BNB03,2L4,12/2027,PCS,8,648,,12/10/2025,
112727,S-1-6,BN314,26305425131,05/2028,PCS,126,61,,12/10/2025,
112728,S-1-6,BN320x12,ML,02/2028,PCS,12,123,,12/10/2025,
112729,S-1-6,BN702,26402324110,02/2027,PCS,16,11,,12/10/2025,
112730,S-1-6,BN702X12,14612023210,02/2026,PCS,12,8,,12/10/2025,
112731,S-1-6,BN702x12,26402324110,02/2027,PCS,12,12,,12/10/2025,
112732,S-1-6,BN703,14106224512,06/2027,PCS,16,17,,12/10/2025,
112733,S-1-6,BN703,16107524212,07/2027,PCS,16,8,,12/10/2025,
112734,S-1-6,BN703,22407424012,07/2027,PCS,16,3,,12/10/2025,
112735,S-1-6,TBN505,4G6,07/2027,PCS,210,153,,12/10/2025,
112736,S-1-6,TGD2106,5E1,05/2028,PCS,36,224,rejects,12/10/2025,
112737,S-2-1,BNHC1904,19303320212,03/2025,PCS,12,335,,12/10/2025,
112738,S-2-2,HOLDWBN93,NG,10/2024,PCS,132,132,,12/10/2025,
112739,S-2-2,HOLDWBN93,QX,10/2024,PCS,132,"2,772",,12/10/2025,
112740,S-2-2,WBN93,ZI,01/2026,PCS,132,72,,12/10/2025,
112741,S-2-3,BN2521,2808252521,07/2028,PCS,12,180,,12/10/2025,
112742,S-2-4,BNHC1905,20301320216,11/2026,PCS,8,840,,12/10/2025,
112743,S-2-4,WBN72,JK,06/2028,PCS,132,"2,808",,12/10/2025,
112744,S-2-5,TBNHC2005C,21710024136,10/2027,PCS,16,880,,12/10/2025,
112745,S-2-6,BN306,28108725022,08/2028,PCS,48,"1,104",,12/10/2025,
112746,S-3-1,BNL01,13211322310,10/2025,PCS,8,"1,264",,12/10/2025,
112747,S-3-2,BN308,24,05/2028,PCS,36,20,,12/10/2025,
112748,S-3-2,BN308,24,08/2028,PCS,36,"1,028",,12/10/2025,
112749,S-3-2,BN353,30309525006,09/2028,PCS,12,864,,12/10/2025,
112750,S-3-3,BN501,16101624115,01/2027,PCS,35,805,,12/10/2025,
112751,S-3-4,BN312,IS,07/2028,PCS,54,2,,12/10/2025,
112752,S-3-4,BN312,JD,07/2028,PCS,54,342,,12/10/2025,
112753,S-3-5,BN315,10210524112,10/2027,PCS,48,"2,448",,12/10/2025,
112754,S-4-1,BN2315,HM,04/2028,PCS,12,"1,680",,12/10/2025,
112755,S-4-1,BN311,28011424425,11/2027,PCS,35,19,mixed batch,12/10/2025,
112756,S-4-2,BN323,18203124550,03/2027,PCS,48,"1,978",,12/10/2025,
112757,S-4-3,BN501,16101624115,01/2027,PCS,35,"1,785",,12/10/2025,
112758,S-4-4,BN365,63,04/2028,PCS,36,"1,289",,12/10/2025,
112759,S-4-5,BN316,10301225318,01/2028,PCS,42,"2,310",,12/10/2025,
112760,S-5-1,BN2012,57,09/2025,PCS,12,132,,12/10/2025,
112761,S-5-2,BN365,63,04/2028,PCS,36,177,,12/10/2025,
112762,S-5-3,BN407,3H3,08/2026,PCS,90,"2,236",,12/10/2025,
112763,S-5-4,BN503,4A4,01/2027,PCS,81,"2,268",,12/10/2025,
112764,S-5-5,BN316,10301225318,01/2028,PCS,42,"2,310",,12/10/2025,
112765,S-5-6,BN26,49,05/2026,PCS,104,21,,12/10/2025,
112766,S-5-6,BN26,97,11/2025,PCS,104,57,,12/10/2025,
112767,S-6-1,BN322,071124322,08/2027,PCS,20,420,,12/10/2025,
112768,S-6-2,WBN05/v2,16201523175,01/2026,PCS,30,30,,12/10/2025,
112769,S-6-2,WBN05/v2,28109422320,09/2025,PCS,30,30,,12/10/2025,
112770,S-6-2,WBN08,85,12/2025,PCS,216,432,,12/10/2025,
112771,S-6-2,WBN12,32,09/2027,PCS,30,12,,12/10/2025,
112772,S-6-2,WBN2005,0702232005,05/2025,PCS,15,9,,12/10/2025,
112773,S-6-2,WBN2005,1204242005,03/2026,PCS,15,15,,12/10/2025,
112774,S-6-2,WBN2005,1605242005,09/2025,PCS,15,15,,12/10/2025,
112775,S-6-2,WBN307,12204223412,04/2026,PCS,,60,,12/10/2025,
112776,S-6-2,WBN408,2K4,11/2025,PCS,108,108,,12/10/2025,
112777,S-6-3,WBN2216,2208252216,10/2027,PCS,15,75,,12/10/2025,
112778,S-6-4,BN303,5E1,05/2027,PCS,81,262,,12/10/2025,
112779,S-6-5,BN2407,AK,05/2027,PCS,12,"1,140",,12/10/2025,
112780,S-6-6,BN2423,IZ,06/2028,PCS,12,144,,12/10/2025,
112781,S-7-1,BN05/V4,16201523175,01/2026,PCS,35,"2,205",,12/10/2025,
112782,S-7-2,BN2405,1208242405,08/2027,PCS,12,528,,12/10/2025,
112783,S-7-3,BN503,3J6,10/2026,PCS,81,384,,12/10/2025,
112784,S-7-3,BN503,3K10,11/2026,PCS,81,243,,12/10/2025,
112785,S-7-4,BN2511,2608252511,06/2028,PCS,12,104,,12/10/2025,
112786,S-7-4,BN306,28108725022,08/2028,PCS,48,"1,057",,12/10/2025,
112787,S-7-5,BN2206,0601232206,06/2024,PCS,11,37,,12/10/2025,
112788,S-7-5,BN402,19409322148,09/2025,PCS,60,241,,12/10/2025,
112789,S-7-6,BN302,5G4,07/2028,PCS,90,411,,12/10/2025,
112790,S-8-1,BNB04,1D4,04/2026,PCS,8,"1,096",,12/10/2025,
112791,S-8-2,BN503,2K10,11/2026,PCS,81,956,,12/10/2025,
112792,S-8-3,BN314,18403225221,03/2028,PCS,126,9,,12/10/2025,
112793,S-8-4,BN26,49,05/2026,PCS,104,"1,290",,12/10/2025,
112794,S-8-4,BN338,070125338,05/2026,PCS,18,16,,12/10/2025,
112795,S-8-4,BN357,JJ,06/2028,PCS,18,101,,12/10/2025,
112796,S-8-4,BN407408,260825407408,09/2026,PCS,46,32,,12/10/2025,
112797,S-8-4,NMH2105,3B8,11/2026,PCS,80,28,,12/10/2025,
112798,S-8-5,BN2504,0209252504,01/2027,PCS,12,695,,12/10/2025,
112799,S-8-6,BN08/V2,92,07/2028,PCS,216,"3,882",,12/10/2025,
112800,S-9-1,BNHC1905,20301320216,01/2025,PCS,8,443,,12/10/2025,
112801,S-9-1,BNHC1905,28711019116,11/2024,PCS,8,6,,12/10/2025,
112802,S-9-2,BN23,BB,09/2025,PCS,36,936,,12/10/2025,
112803,S-9-3,BN324,21603124149,03/2027,PCS,48,"2,640",,12/10/2025,
112804,S-9-4,BN346,25106525207,06/2028,PCS,12,796,,12/10/2025,
112805,S-9-5,BN22/V3,YO,10/2028,PCS,36,"1,980",,12/10/2025,
112806,S-9-6,BN317,24311323221,11/2026,PCS,48,"1,124",,12/10/2025,
112807,T-10-1,BN47,9L12,12/2024,PCS,144,"3,268",,12/10/2025,
112808,T-10-2,BN348,91,06/2028,PCS,12,"2,322",,12/10/2025,
112809,T-10-2,BN348,91,06/2028,PCS,12,255,Part pallet,12/10/2025,
112810,T-10-3,BNHC1804,15010124718,10/2029,PCS,8,400,,12/10/2025,
112811,T-10-4,BN315,18110624112,10/2027,PCS,48,"1,080",,12/10/2025,
112812,T-10-5,BN2503,0809252503,11/2026,PCS,12,404,,12/10/2025,
112813,T-10-5,BN2518,1109252518,08/2028,PCS,12,151,,12/10/2025,
112814,T-10-6,BNB07,8I11,09/2024,PCS,8,335,,12/10/2025,
112815,T-11-1,BN22/V2,YT,11/2028,PCS,36,196,,12/10/2025,
112816,T-11-2,BN05/V4,16201523175,01/2026,PCS,35,"1,854",,12/10/2025,
112817,T-11-3,BN319,NI,07/2028,PCS,12,"3,480",,12/10/2025,
112818,T-11-3,BN319,NI,07/2028,PCS,,,R840,12/10/2025,
112819,T-11-5,BN409,4L3,12/2027,PCS,42,139,,12/10/2025,
112820,T-11-6,BN102/V3,56,09/2026,PCS,72,103,,12/10/2025,
112821,T-11-6,BN2022/V2,2809212022,09/2024,PCS,8,8,,12/10/2025,
112822,T-11-6,BN2128,14,09/2026,PCS,12,46,,12/10/2025,
112823,T-1-1,BN2507,2808252507,05/2028,PCS,12,780,,12/10/2025,
112824,T-1-1,BNHC1804,15010124718,10/2029,PCS,8,"1,118",,12/10/2025,
112825,T-12-1,BN2524,18,08/2028,PCS,12,624,,12/10/2025,
112826,T-12-2,BN311,31307425128,07/2028,PCS,35,"1,571",,12/10/2025,
112827,T-12-3,BN05/04,07312323275,12/2026,PCS,35,571,,12/10/2025,
112828,T-12-3,BN308,50,03/2028,PCS,36,"1,463",,12/10/2025,
112829,T-12-3,BN704,05503325004,03/2028,PCS,16,"1,200",,12/10/2025,
112830,T-12-4,BN2421,2608242421,01/2027,PCS,12,49,,12/10/2025,
112831,T-12-5,BN315,20511324012,11/2027,PCS,48,432,,12/10/2025,
112832,T-12-6,BN2107TWL/V2,2109222107,08/2025,PCS,12,12,,12/10/2025,
112833,T-12-6,BN2114TWL/V2,1809222114,06/2024,PCS,12,18,,12/10/2025,
112834,T-12-6,BNHC1803,20202220424,02/2025,PCS,8,40,,12/10/2025,
112835,T-12-6,SBN402-10G,AE,09/2024,PCS,350,"1,028",,12/10/2025,
112836,T-1-2,BN503,4A4,01/2027,PCS,81,"2,268",,12/10/2025,
112837,T-1-3,BN503,4A4,01/2027,PCS,81,518,,12/10/2025,
112838,T-1-4,TBNHC2005C,21710024136,10/2027,PCS,16,195,,12/10/2025,
112839,T-1-6,BNHC1904,19303320212,03/2025,PCS,12,132,,12/10/2025,
112840,T-2-1,BN87,NN,05/2025,PCS,12,"3,139",,12/10/2025,
112841,T-2-2,BN2503,0809252503,11/2026,PCS,12,780,,12/10/2025,
112842,T-2-3,BN2422,0309242422,04/2027,PCS,12,140,,12/10/2025,
112843,T-2-4,BN59,IK,07/2024,PCS,400,"3,600",,12/10/2025,
112844,T-2-5,BN326X12,41124326,05/2027,PCS,12,316,,12/10/2025,
112845,T-2-6,BNHC1804,24402420018,02/2025,PCS,8,344,,12/10/2025,
112846,T-3-1,BNHC1905,20301320216,01/2025,PCS,8,8,,12/10/2025,
112847,T-3-1,BNHC1905,20301320216,11/2026,PCS,8,840,,12/10/2025,
112848,T-3-2,BN44,26,08/2024,PCS,96,"2,112",,12/10/2025,
112849,T-3-4,BNHC1804,15010124718,10/2029,PCS,8,704,,12/10/2025,
112850,T-3-5,BN326X12,41124326,05/2027,PCS,12,"1,368",,12/10/2025,
112851,T-3-6,BNHC1802,19302320217,02/2025,PCS,16,226,,12/10/2025,
112852,T-3-6,BNHC1802,240220180102,02/2025,PCS,16,8,,12/10/2025,
112853,T-4-1,BN316,13408425018,08/2028,PCS,42,"2,310",,12/10/2025,
112854,T-4-1,BN407,3H3,08/2026,PCS,90,"4,263",,12/10/2025,
112855,T-4-1,TBN407/V2,3H3,08/2027,PCS,255,38,,12/10/2025,
112856,T-4-2,BNL01,13210322310,10/2025,PCS,8,"1,072",,12/10/2025,
112857,T-4-3,BN342,5G5,07/2028,PCS,144,"2,649",,12/10/2025,
112858,T-4-4,BN2216,16033242216,01/2027,PCS,15,60,,12/10/2025,
112859,T-4-5,BN2408,0309242408,04/2027,PCS,12,378,,12/10/2025,
112860,T-4-6,BN2402,1803252402,08/2027,PCS,12,60,,12/10/2025,
112861,T-4-6,BN349,17207525103,07/2028,PCS,48,"2,640",,12/10/2025,
112862,T-5-1,BN2405,1206242405,08/2027,PCS,12,431,,12/10/2025,
112863,T-5-2,BN23,HB,05/2026,PCS,36,376,,12/10/2025,
112864,T-5-3,BN365,60,04/2028,PCS,36,902,,12/10/2025,
112865,T-5-4,BN24,SQ,07/2024,PCS,49,"1,063",,12/10/2025,
112866,T-5-6,BNB02,3C2,03/2028,PCS,8,848,,12/10/2025,
112867,T-6-1,BN2038,1C5,04/2024,PCS,36,"1,260",,12/10/2025,
112868,T-6-1,BN2039,1L6,04/2024,PCS,96,"1,054",,12/10/2025,
112869,T-6-2,BNHC2002,KI,10/2026,PCS,14,308,,12/10/2025,
112870,T-6-3,BNE05,3B13,07/2026,PCS,66,493,,12/10/2025,
112871,T-6-4,TBNHC2014S,17205524133,05/2027,PCS,16,146,,12/10/2025,
112872,T-6-5,BN315,10210524112,10/2027,PCS,48,"2,640",,12/10/2025,
112873,T-6-6,BN323,06609024250,09/2027,PCS,48,163,,12/10/2025,
112874,T-7-1,BN2314,3110232314,08/2026,PCS,6,23,,12/10/2025,
112875,T-7-1,BN27,39,10/2027,PCS,96,96,,12/10/2025,
112876,T-7-2,BN407,3H3,08/2026,PCS,90,"1,809",,12/10/2025,
112877,T-7-3,BN06V2,09,05/2024,PCS,96,1,,12/10/2025,
112878,T-7-3,BN06V2,74,11/2024,PCS,96,28,,12/10/2025,
112879,T-7-3,BN06V2,99,02/2024,PCS,96,14,,12/10/2025,
112880,T-7-3,BN2118,IR,07/2026,PCS,36,11,,12/10/2025,
112881,T-7-3,BN27,47,05/2026,PCS,96,8,,12/10/2025,
112882,T-7-3,BN45,80,11/2024,PCS,96,287,,12/10/2025,
112883,T-7-3,BN625,MU,02/2025,PCS,46,54,,12/10/2025,
112884,T-7-3,BN855,PZ,04/2024,PCS,44,35,,12/10/2025,
112885,T-7-4,BN2503,0809252503,11/2026,PCS,12,"1,296",,12/10/2025,
112886,T-7-5,BN2038,1C5,04/2024,PCS,36,876,,12/10/2025,
112887,T-7-5,BN2039,1C6,04/2024,PCS,96,564,,12/10/2025,
112888,T-7-6,BN312,JD,06/2028,PCS,54,"1,104",,12/10/2025,
112889,T-8-1,BN22/v3,SQ,01/2026,PCS,24,837,,12/10/2025,
112890,T-8-2,BN2512,0509252512,07/2028,PCS,12,300,,12/10/2025,
112891,T-8-3,BN324,21603124149,03/2027,PCS,48,"1,339",,12/10/2025,
112892,T-8-4,BN315,10210524112,10/2027,PCS,48,"1,134",,12/10/2025,
112893,T-8-5,BNHC2002,KI,10/2026,PCS,14,75,,12/10/2025,
112894,T-8-6,BNL03,30108523212,08/2026,PCS,8,497,HOLD NO LABELS,12/10/2025,
112895,T-9-1,BN2204,2909222204,06/2025,PCS,11,9,,12/10/2025,
112896,T-9-1,BN308,27,01/2028,PCS,36,81,,12/10/2025,
112897,T-9-1,TBNHC2006H,25,03/2026,PCS,56,264,,12/10/2025,
112898,T-9-1,TBNHC2007H,60,09/2025,PCS,56,268,,12/10/2025,
112899,T-9-2,BN2125/V2,0601232125,09/2024,PCS,8,89,,12/10/2025,
112900,T-9-3,BN350,09307525004,07/2028,PCS,48,"1,628",,12/10/2025,
112901,T-9-4,BN12/V3,52,03/2028,PCS,36,"1,861",,12/10/2025,
112902,T-9-4,BN314,03407325131,07/2028,PCS,126,"6,930",,12/10/2025,
112903,T-9-5,BN2508,2708252508,05/2028,PCS,12,218,,12/10/2025,
112904,T-9-6,BN05/V4,22411422020,11/2025,PCS,35,315,,12/10/2025,
112905,T-9-6,BN05/V4,28109422320,09/2025,PCS,35,105,,12/10/2025,
112906,U-10-2,PL203,12205221403,05/2026,PCS,,29,,12/10/2025,
112907,U-10-2,PL204,07201221404,01/2025,PCS,60,60,,12/10/2025,
112908,U-10-2,PL204,14204221404,04/2025,PCS,60,30,,12/10/2025,
112909,U-10-4,BN317X12,23306023521,06/2026,PCS,12,"1,830",,12/10/2025,
112910,U-10-5,BN93,ZI,01/2026,PCS,12,"3,337",,12/10/2025,
112911,U-11-2,BN2530,0209252530,09/2026,PCS,12,344,,12/10/2025,
112912,U-11-3,BN331,64,02/2027,PCS,144,774,,12/10/2025,
112913,U-11-5,BN12/V3,52,03/2028,PCS,36,"1,980",,12/10/2025,
112914,U-12-1,BN93,JA,06/2028,PCS,12,"12,420",R748,12/10/2025,
112915,U-12-2,BN309,57,02/2027,PCS,36,755,,12/10/2025,
112916,U-12-3,BN72,JL,06/2028,PCS,12,"12,420",R777,12/10/2025,
112917,U-12-4,AMBN409,2K3,11/2025,PCS,42,42,need to change from AMBN to BN,12/10/2025,
112918,U-12-4,AMBN502,89,10/2026,PCS,150,900,need to change from AMBN to BN,12/10/2025,
112919,U-12-4,TBN2305KA,24,08/2026,PCS,300,115,,12/10/2025,
112920,U-12-4,TBN2305MH,31,08/2026,PCS,300,120,,12/10/2025,
112921,U-12-4,TNS2304KW,ES,08/2026,PCS,145,132,,12/10/2025,
112922,U-12-5,BN330,83,03/2027,PCS,120,498,,12/10/2025,
112923,U-12-6,BN309,45,02/2028,PCS,36,"1,613",,12/10/2025,
112924,U-1-2,BN2407,AK,05/2027,PCS,12,488,,12/10/2025,
112925,U-1-3,BN322,071124322,08/2027,PCS,12,380,,12/10/2025,
