EntryID,Location,SKU_Code,BatchNo,ExpiryDate,UnitType,QtyPerCtn,TotalQty,Comments,DateAdded,LastUpdated
112926,U-1-4,AMBN2216,16033242216,01/2027,PCS,15,120,need to change from AMBN to BN,12/10/2025,
112927,U-1-5,BN93,DU,10/2027,PCS,12,799,,12/10/2025,
112928,U-2-2,BN2306,0109232306,08/2026,PCS,12,6,,12/10/2025,
112929,U-2-2,BN2315,21208324310,09/2027,PCS,12,13,,12/10/2025,
112930,U-2-2,BN301,87,10/2026,PCS,36,45,,12/10/2025,
112931,U-2-2,BN315X12,18409323112,09/2026,PCS,12,41,,12/10/2025,
112932,U-2-2,RC2301,1410232301,08/2026,PCS,12,9,,12/10/2025,
112933,U-2-2,RC2301,3110232301,08/2026,PCS,12,24,,12/10/2025,
112934,U-2-4,BN312,JT,07/2028,PCS,54,"1,290",,12/10/2025,
112935,U-2-5,BN77,DL,10/2027,PCS,12,276,,12/10/2025,
112936,U-3-1,BN72,HN,04/2028,PCS,12,"10,920",,12/10/2025,
112937,U-3-2,BN316X12,20211623017,11/2026,PCS,12,3,,12/10/2025,
112938,U-3-2,BN317X12,24311323221,11/2026,PCS,12,"1,200",,12/10/2025,
112939,U-3-3,BN319X12,95,04/2027,PCS,12,139,,12/10/2025,
112940,U-3-4,BN2005,1206232005,03/2026,PCS,15,137,,12/10/2025,
112941,U-3-5,BN93,JA,06/2028,PCS,12,"12,420",R737,12/10/2025,
112942,U-4-2,BN312,GQ,02/2028,PCS,12,192,,12/10/2025,
112943,U-4-3,BN93,HR,04/2028,PCS,12,"1,032",RJW part pallet,12/10/2025,
112944,U-4-4,BN312,JT,07/2028,PCS,54,"1,512",,12/10/2025,
112945,U-4-5,BN323x12,16312323250,12/2026,PCS,12,3,,12/10/2025,
112946,U-4-5,BN324x12,14012523349,12/2026,PCS,12,324,,12/10/2025,
112947,U-4-5,BN701x12,13412223211,12/2026,PCS,12,92,,12/10/2025,
112948,U-4-6,BN212,PG,04/2024,PCS,6,946,,12/10/2025,
112949,U-5-2,PL201,IU,08/2026,PCS,36,675,,12/10/2025,
112950,U-5-3,BN2419,87,10/2027,PCS,12,504,,12/10/2025,
112951,U-5-4,BNE05V2,3D2,12/2026,PCS,66,264,,12/10/2025,
112952,U-5-4,RCE102,4B6,03/2025,PCS,24,382,,12/10/2025,
112953,U-5-4,RCE103,1K24,07/2025,PCS,24,310,,12/10/2025,
112954,U-5-4,RCE105,4B3,04/2027,PCS,24,135,,12/10/2025,
112955,U-5-6,BN316,13712124018,12/2027,PCS,42,8,,12/10/2025,
112956,U-6-2,BN701,22302324211,02/2027,PCS,16,823,,12/10/2025,
112957,U-6-3,BN2117,IO,07/2024,PCS,36,7,,12/10/2025,
112958,U-6-3,BN402,09211421223,11/2027,PCS,60,58,,12/10/2025,
112959,U-6-3,BN402,11201322323,01/2027,PCS,60,22,,12/10/2025,
112960,U-6-3,BN503,3J6,10/2026,PCS,81,31,,12/10/2025,
112961,U-6-3,MH45AA,26803019046,03/2024,PCS,75,75,,12/10/2025,
112962,U-6-3,PL201,IU,08/2026,PCS,36,6,,12/10/2025,
112963,U-6-3,RCF2301,2103242301,03/2026,PCS,8,4,,12/10/2025,
112964,U-6-3,TBN11/V3,69,06/2028,PCS,195,22,,12/10/2025,
112965,U-6-4,BN2315,HM,04/2028,PCS,12,"1,680",,12/10/2025,
112966,U-6-5,BNHC1803,10609225024,09/2030,PCS,8,379,,12/10/2025,
112967,U-7-1,BN302,5E3,05/2028,PCS,6,"3,096",,12/10/2025,
112968,U-7-1,BN72,JL,06/2028,PCS,12,"2,160",APPROX,12/10/2025,
112969,U-7-1,BN87,JE,06/2028,PCS,12,"1,620",APPROX,12/10/2025,
112970,U-7-2,BN403,19103225524,03/2030,PCS,60,"1,826",,12/10/2025,
112971,U-7-3,BN2512,0509252512,07/2028,PCS,12,768,,12/10/2025,
112972,U-7-4,BN2512,0509252512,07/2028,PCS,12,768,,12/10/2025,
112973,U-7-5,BN2315,HM,04/2028,PCS,12,"1,680",,12/10/2025,
112974,U-7-6,BN93,JA,06/2025,PCS,12,"12,420",R736,12/10/2025,
112975,U-8-2,BN317X12,28509123321,09/2026,PCS,12,168,,12/10/2025,
112976,U-8-2,BN323X12,22303024550,03/2027,PCS,12,12,,12/10/2025,
112977,U-8-3,RC108/V2,74,10/2026,PCS,63,198,,12/10/2025,
112978,U-8-4,PL203,28103623103,03/2026,PCS,36,52,,12/10/2025,
112979,U-8-5,BN2315,HM,04/2028,PCS,12,"1,224",,12/10/2025,
112980,U-9-1,BN81,JY/JR,06/2028,PCS,12,"12,240",,12/10/2025,
112981,U-9-2,BN706X12,05611024206,11/2027,PCS,12,702,,12/10/2025,
112982,U-9-5,BN72,DF,10/2027,PCS,12,"1,656",,12/10/2025,
112983,U-9-6,BN12/V3,52,03/2028,PCS,36,"2,016",,12/10/2025,
112984,V-10-1,BN319X12,MJ,02/2028,PCS,12,"6,720",R734,12/10/2025,
112985,V-10-1,BN408,2G20,07/2025,PCS,12,"4,800",,12/10/2025,
112986,V-10-1,BN72,JL,06/2025,PCS,12,"12,420",772,12/10/2025,
112987,V-10-1,BN89,NO,05/2024,PCS,12,"9,720",,12/10/2025,
112988,V-10-1,BN93,JA,06/2028,PCS,12,"12,420",R750,12/10/2025,
112989,V-11-1,BN89,TO,02/2025,PCS,12,"2,924",,12/10/2025,
112990,V-11-2,JS1803,37,09/2029,PCS,24,"4,392",,12/10/2025,
112991,V-11-3,BN306x12,17202353326,02/2028,PCS,12,36,,12/10/2025,
112992,V-1-1,BN321,75,03/2027,PCS,12,"8,064",,12/10/2025,
112993,V-1-1,BN87,KA,07/2028,PCS,12,"12,420",R810,12/10/2025,
112994,V-12-1,BN89,QI,10/2024,PCS,12,"2,160",,12/10/2025,
112995,V-12-1,BN89,TO,02/2025,PCS,12,"10,260",,12/10/2025,
112996,V-12-1,BN89,UH,03/2025,PCS,12,"9,804",,12/10/2025,
112997,V-12-2,BN2005,2003252005,03/2027,PCS,15,780,,12/10/2025,
112998,V-12-3,BN350,09307525004,07/2028,PCS,48,717,,12/10/2025,
112999,V-12-4,BN72,IL,05/2028,PCS,12,"12,420",R691,12/10/2025,
113000,V-1-2,BN2415,53,09/2027,PCS,12,8,,12/10/2025,
113001,V-1-2,BN2421,2608242421,01/2027,PCS,12,8,,12/10/2025,
113002,V-1-2,BN315X12,23204424212,04/2027,PCS,12,8,,12/10/2025,
113003,V-1-2,BN316X12,20405424018,05/2027,PCS,12,6,,12/10/2025,
113004,V-1-2,GD2402,0609242402,09/2027,PCS,12,17,,12/10/2025,
113005,V-1-2,GD2404,0509242404,08/2027,PCS,12,8,,12/10/2025,
113006,V-1-2,NS2304,1410232304,08/2026,PCS,12,20,,12/10/2025,
113007,V-1-2,RC2401,1908242401,03/2027,PCS,12,12,,12/10/2025,
113008,V-1-2,RC2402,2008242402,07/2027,PCS,12,12,,12/10/2025,
113009,V-13-1,BN321,IS,03/2027,PCS,12,"8,064",,12/10/2025,
113010,V-13-1,BN408,2G14,07/2025,PCS,12,"3,456",,12/10/2025,
113011,V-13-1,BN703X12,16107524212,07/2027,PCS,12,"1,008",,12/10/2025,
113012,V-13-1,BN703X12,22407424012,07/2027,PCS,12,"1,668",,12/10/2025,
113013,V-13-2,BN77,IT,05/2028,PCS,12,"1,080",APPROX,12/10/2025,
113014,V-13-2,BN87,IA,05/2028,PCS,12,"1,980",,12/10/2025,
113015,V-13-4,BN72,IL,05/2028,PCS,12,"12,420",R690,12/10/2025,
113016,V-13-6,BN72,JL,06/2028,PCS,12,"12,420",R776,12/10/2025,
113017,V-1-3,BN77,IG,05/2028,PCS,12,"11,568",,12/10/2025,
113018,V-14-1,BN321,32,01/2027,PCS,12,"2,484",,12/10/2025,
113019,V-14-1,BN321X12,3GR,10/2026,PCS,12,"2,556",,12/10/2025,
113020,V-14-1,BN321X12,75,03/2027,PCS,12,"5,367",,12/10/2025,
113021,V-14-1,BN408,2G28,07/2025,PCS,12,"4,800",,12/10/2025,
113022,V-14-1,BN77,IT,05/2028,PCS,12,"12,420",,12/10/2025,
113023,V-14-1,BN89,TO,02/2025,PCS,12,"1,512",,12/10/2025,
113024,V-14-2,BN311X12,31610124125,10/2027,PCS,12,838,,12/10/2025,
113025,V-14-3,BN77,IT,05/2028,PCS,12,"12,120",R718,12/10/2025,
113026,V-14-4,BN72,IL,05/2028,PCS,12,"12,420",R689,12/10/2025,
113027,V-14-6,BN319X12,MJ,02/2028,PCS,12,"6,372",,12/10/2025,
113028,V-14-6,BN72,JL,06/2028,PCS,12,"12,420",R775,12/10/2025,
113029,V-15-2,BN316X12,10301225318,01/2028,PCS,12,124,,12/10/2025,
113030,V-15-2,BN72,HN,04/2028,PCS,12,"1,680",,12/10/2025,
113031,V-15-3,BN93,JA,06/2028,PCS,12,"12,420",R752,12/10/2025,
113032,V-1-6,BN74,ZB,01/2027,PCS,12,"9,312",,12/10/2025,
113033,V-2-1,BN321,31,01/2027,PCS,12,"4,392",,12/10/2025,
113034,V-2-1,BN321,IA,01/2027,PCS,12,"4,164",,12/10/2025,
113035,V-2-1,BN89,RH,11/2024,PCS,12,"2,928",,12/10/2025,
113036,V-2-2,AMBN409,3G1,07/2026,PCS,42,14,need to change from AMBN to BN,12/10/2025,
113037,V-2-2,BN303,4J2,10/2027,PCS,81,2,,12/10/2025,
113038,V-2-2,BN303,4K3,11/2027,PCS,81,21,,12/10/2025,
113039,V-2-2,BN316,30405424018,05/2027,PCS,42,34,,12/10/2025,
113040,V-2-2,BN323,16312323250,12/2026,PCS,3,3,,12/10/2025,
113041,V-2-2,WBN72,BA,07/2027,PCS,132,59,,12/10/2025,
113042,V-3-1,BN408,2G14,07/2025,PCS,12,"4,800",,12/10/2025,
113043,V-3-1,BN72,JL,06/2028,PCS,12,"12,420",R774,12/10/2025,
113044,V-3-1,BN89,UH,03/2025,PCS,12,"10,260",,12/10/2025,
113045,V-3-1,BN89,UH,03/2025,PCS,12,"2,112",,12/10/2025,
113046,V-3-1,BN93,JA,06/2028,PCS,12,"5,148",,12/10/2025,
113047,V-3-2,AMBN08/V4,66,11/2025,PCS,150,60,,12/10/2025,
113048,V-3-2,AMBN12/V3,18,08/2026,PCS,36,35,need to change from AMBN to BN,12/10/2025,
113049,V-3-2,AMBN22/V3,SQ,01/2026,PCS,36,14,need to change from AMBN to BN,12/10/2025,
113050,V-3-2,AMBN303,3B6,02/2026,PCS,81,79,need to change from AMBN to BN,12/10/2025,
113051,V-3-2,AMBN312,QR,10/2025,PCS,54,54,NEED REPACK/ need to change from AMBN to BN,12/10/2025,
113052,V-3-2,AMBN407,3E4,05/2026,PCS,90,90,need to change from AMBN to BN,12/10/2025,
113053,V-3-2,AMBN501,25410122315,10/2025,PCS,15,15,need to change from AMBN to BN,12/10/2025,
113054,V-3-2,AMBN502,73,12/2025,PCS,150,78,need to change from AMBN to BN,12/10/2025,
113055,V-3-3,HOLDGD2111X12,19104122611,04/2025,PCS,12,887,EXPIRED,12/10/2025,
113056,V-4-1,BN408,2G14,07/2025,PCS,12,"5,760",,12/10/2025,
113057,V-4-1,BN408,2G28,07/2025,PCS,12,"5,760",,12/10/2025,
113058,V-4-1,BN72,JL,06/2028,PCS,12,"12,420",R773,12/10/2025,
113059,V-4-1,BN87,IK,05/2028,PCS,12,"12,420",R811,12/10/2025,
113060,V-4-1,BN89,UH,03/2025,PCS,12,"10,248",,12/10/2025,
113061,V-5-1,BN89,UH,03/2025,PCS,12,"2,052",,12/10/2025,
113062,V-5-1,BN93,IO,05/2028,PCS,12,"12,420",R699,12/10/2025,
113063,V-5-2,BN316,13408425018,08/2028,PCS,42,616,,12/10/2025,
113064,V-5-4,BN81,HU,04/2028,PCS,12,"11,964",,12/10/2025,
113065,V-6-1,BN408,2G14,07/2025,PCS,12,"5,760",,12/10/2025,
113066,V-6-1,BN72,JL,06/2028,PCS,12,"12,420",R792,12/10/2025,
113067,V-6-1,BN81,JP/JF,08/2028,PCS,12,"12,420",R770,12/10/2025,
113068,V-6-1,BN89,RH,11/2025,PCS,12,"9,252",,12/10/2025,
113069,V-6-2,BN2512,0509252512,07/2028,PCS,12,365,,12/10/2025,
113070,V-6-6,BN74,ZB,01/2027,PCS,12,"12,420",,12/10/2025,
113071,V-7-1,BN408,2G28,07/2025,PCS,12,"12,420",,12/10/2025,
113072,V-7-1,BN81,JM/JP,06/2028,PCS,12,"12,420",R796,12/10/2025,
113073,V-7-1,BN81,JM,06/2028,PCS,12,"12,420",R802,12/10/2025,
113074,V-7-1,BN89,TO,02/2025,PCS,12,"10,260",,12/10/2025,
113075,V-8-1,BN89,RH,11/2025,PCS,12,"12,420",,12/10/2025,
113076,V-8-1,BN89,TO,02/2025,PCS,12,"12,420",,12/10/2025,
113077,V-8-2,BN318,MH,02/2028,PCS,12,"2,424",,12/10/2025,
113078,V-8-2,BN77,HZ,05/2028,PCS,12,852,part pallet,12/10/2025,
113079,V-8-2,BN93,HB,03/2028,PCS,12,"1,003",PARTIAL PALLET FOR RJW,12/10/2025,
113080,V-8-4,BN77,IZ,06/2028,PCS,12,"5,556",,12/10/2025,
113081,V-9-1,BN87,IK,05/2028,PCS,12,"12,420",R808,12/10/2025,
113082,V-9-1,BN89,TO,02/2025,PCS,12,"10,260",,12/10/2025,
113083,V-9-1,BN89,TO,02/2025,PCS,12,"12,420",,12/10/2025,
113084,V-9-1,BN93,JA,06/2025,PCS,12,"12,420",R753,12/10/2025,
113085,V-9-5,JS1805,26408425003,08/2028,PCS,24,"1,152",C699,12/10/2025,
